Initialization Time: 10.1324
Query, response, time
1:16254 5953 ((6212)+).((5493)+).((2644)+).((8268)+).((13342)+).((3231)+).((12156)+).((10668)+) 1+, 0, 0.00893194
2:34456 86856 ((6274)+).((5493)+).((6228)+).((5495)+) 1+, 0, 0.00011394
